LgID,TeamID,Year
AL,WS1,1937
AL,BOS,1936
NL,BRO,1936
NL,BSN,1936
AL,CHA,1936
NL,CHN,1936
NL,CIN,1936
AL,CLE,1936
AL,DET,1936
NL,NY1,1936
AL,NYA,1936
AL,PHA,1936
NL,PHI,1936
NL,PIT,1936
AL,SLA,1936
NL,SLN,1936
AL,WS1,1936
AL,BOS,1935
NL,BRO,1935
NL,BSN,1935
AL,CHA,1935
NL,CHN,1935
NL,CIN,1935
AL,CLE,1935
AL,DET,1935
NL,NY1,1935
AL,NYA,1935
AL,PHA,1935
NL,PHI,1935
NL,PIT,1935
AL,SLA,1935
NL,SLN,1935
AL,WS1,1935
AL,BOS,1934
NL,BRO,1934
NL,BSN,1934
AL,CHA,1934
NL,CHN,1934
NL,CIN,1934
AL,CLE,1934
AL,DET,1934
NL,NY1,1934
AL,NYA,1934
AL,PHA,1934
NL,PHI,1934
NL,PIT,1934
AL,SLA,1934
NL,SLN,1934
AL,WS1,1934
AL,BOS,1933
NL,BRO,1933
NL,BSN,1933
AL,CHA,1933
NL,CHN,1933
NL,CIN,1933
AL,CLE,1933
AL,DET,1933
NL,NY1,1933
AL,NYA,1933
AL,PHA,1933
NL,PHI,1933
NL,PIT,1933
AL,SLA,1933
NL,SLN,1933
AL,WS1,1933
AL,BOS,1932
NL,BRO,1932
NL,BSN,1932
AL,CHA,1932
NL,CHN,1932
NL,CIN,1932
AL,CLE,1932
AL,DET,1932
NL,NY1,1932
AL,NYA,1932
AL,PHA,1932
NL,PHI,1932
NL,PIT,1932
AL,SLA,1932
NL,SLN,1932
AL,WS1,1932
AL,BOS,1931
NL,BRO,1931
NL,BSN,1931
AL,CHA,1931
NL,CHN,1931
NL,CIN,1931
AL,CLE,1931
AL,DET,1931
NL,NY1,1931
AL,NYA,1931
AL,PHA,1931
NL,PHI,1931
NL,PIT,1931
AL,SLA,1931
NL,SLN,1931
AL,WS1,1931
AL,BOS,1930
NL,BRO,1930
NL,BSN,1930
AL,CHA,1930
NL,CHN,1930
NL,CIN,1930
AL,CLE,1930
AL,DET,1930
NL,NY1,1930
AL,NYA,1930
AL,PHA,1930
NL,PHI,1930
NL,PIT,1930
AL,SLA,1930
NL,SLN,1930
AL,WS1,1930
AL,BOS,1929
NL,BRO,1929
NL,BSN,1929
AL,CHA,1929
NL,CHN,1929
NL,CIN,1929
AL,CLE,1929
AL,DET,1929
NL,NY1,1929
AL,NYA,1929
AL,PHA,1929
NL,PHI,1929
NL,PIT,1929
AL,SLA,1929
NL,SLN,1929
AL,WS1,1929
AL,BOS,1928
NL,BRO,1928
NL,BSN,1928
AL,CHA,1928
NL,CHN,1928
NL,CIN,1928
AL,CLE,1928
AL,DET,1928
NL,NY1,1928
AL,NYA,1928
AL,PHA,1928
NL,PHI,1928
NL,PIT,1928
AL,SLA,1928
NL,SLN,1928
AL,WS1,1928
AL,BOS,1927
NL,BRO,1927
NL,BSN,1927
AL,CHA,1927
NL,CHN,1927
NL,CIN,1927
AL,CLE,1927
AL,DET,1927
NL,NY1,1927
AL,NYA,1927
AL,PHA,1927
NL,PHI,1927
NL,PIT,1927
AL,SLA,1927
NL,SLN,1927
AL,WS1,1927
AL,BOS,1926
NL,BRO,1926
NL,BSN,1926
AL,CHA,1926
NL,CHN,1926
NL,CIN,1926
AL,CLE,1926
AL,DET,1926
NL,NY1,1926
AL,NYA,1926
AL,PHA,1926
NL,PHI,1926
NL,PIT,1926
AL,SLA,1926
NL,SLN,1926
AL,WS1,1926
AL,BOS,1925
NL,BRO,1925
NL,BSN,1925
AL,CHA,1925
NL,CHN,1925
NL,CIN,1925
AL,CLE,1925
AL,DET,1925
NL,NY1,1925
AL,NYA,1925
AL,PHA,1925
NL,PHI,1925
NL,PIT,1925
AL,SLA,1925
NL,SLN,1925
AL,WS1,1925
AL,BOS,1924
NL,BRO,1924
NL,BSN,1924
AL,CHA,1924
NL,CHN,1924
NL,CIN,1924
AL,CLE,1924
AL,DET,1924
NL,NY1,1924
AL,NYA,1924
AL,PHA,1924
NL,PHI,1924
NL,PIT,1924
AL,SLA,1924
NL,SLN,1924
AL,WS1,1924
AL,BOS,1923
NL,BRO,1923
NL,BSN,1923
AL,CHA,1923
NL,CHN,1923
NL,CIN,1923
AL,CLE,1923
AL,DET,1923
NL,NY1,1923
AL,NYA,1923
AL,PHA,1923
NL,PHI,1923
NL,PIT,1923
AL,SLA,1923
NL,SLN,1923
AL,WS1,1923
AL,BOS,1922
NL,BRO,1922
NL,BSN,1922
AL,CHA,1922
NL,CHN,1922
NL,CIN,1922
AL,CLE,1922
AL,DET,1922
NL,NY1,1922
AL,NYA,1922
AL,PHA,1922
NL,PHI,1922
NL,PIT,1922
AL,SLA,1922
NL,SLN,1922
AL,WS1,1922
AL,BOS,1921
NL,BRO,1921
NL,BSN,1921
AL,CHA,1921
NL,CHN,1921
NL,CIN,1921
AL,CLE,1921
AL,DET,1921
NL,NY1,1921
AL,NYA,1921
AL,PHA,1921
NL,PHI,1921
NL,PIT,1921
AL,SLA,1921
NL,SLN,1921
AL,WS1,1921
AL,BOS,1920
NL,BRO,1920
NL,BSN,1920
AL,CHA,1920
NL,CHN,1920
NL,CIN,1920
AL,CLE,1920
AL,DET,1920
NL,NY1,1920
AL,NYA,1920
AL,PHA,1920
NL,PHI,1920
NL,PIT,1920
AL,SLA,1920
NL,SLN,1920
AL,WS1,1920
AL,BOS,1919
NL,BRO,1919
NL,BSN,1919
AL,CHA,1919
NL,CHN,1919
NL,CIN,1919
AL,CLE,1919
AL,DET,1919
NL,NY1,1919
AL,NYA,1919
AL,PHA,1919
NL,PHI,1919
NL,PIT,1919
AL,SLA,1919
NL,SLN,1919
AL,WS1,1919
AL,BOS,1918
NL,BRO,1918
NL,BSN,1918
AL,CHA,1918
NL,CHN,1918
NL,CIN,1918
AL,CLE,1918
AL,DET,1918
NL,NY1,1918
AL,NYA,1918
AL,PHA,1918
NL,PHI,1918
NL,PIT,1918
AL,SLA,1918
NL,SLN,1918
AL,WS1,1918
AL,BOS,1917
NL,BRO,1917
NL,BSN,1917
AL,CHA,1917
NL,CHN,1917
NL,CIN,1917
AL,CLE,1917
AL,DET,1917
NL,NY1,1917
AL,NYA,1917
AL,PHA,1917
NL,PHI,1917
NL,PIT,1917
AL,SLA,1917
NL,SLN,1917
AL,WS1,1917
AL,BOS,1916
NL,BRO,1916
NL,BSN,1916
AL,CHA,1916
NL,CHN,1916
NL,CIN,1916
AL,CLE,1916
AL,DET,1916
NL,NY1,1916
AL,NYA,1916
AL,PHA,1916
NL,PHI,1916
NL,PIT,1916
AL,SLA,1916
NL,SLN,1916
AL,WS1,1916
FL,BLF,1915
AL,BOS,1915
FL,BRF,1915
NL,BRO,1915
NL,BSN,1915
FL,BUF,1915
AL,CHA,1915
FL,CHF,1915
NL,CHN,1915
NL,CIN,1915
AL,CLE,1915
AL,DET,1915
FL,KCF,1915
FL,NEW,1915
NL,NY1,1915
AL,NYA,1915
AL,PHA,1915
NL,PHI,1915
NL,PIT,1915
FL,PTF,1915
AL,SLA,1915
FL,SLF,1915
NL,SLN,1915
AL,WS1,1915
FL,BLF,1914
AL,BOS,1914
FL,BRF,1914
NL,BRO,1914
NL,BSN,1914
FL,BUF,1914
AL,CHA,1914
FL,CHF,1914
NL,CHN,1914
NL,CIN,1914
AL,CLE,1914
AL,DET,1914
FL,IND,1914
FL,KCF,1914
NL,NY1,1914
AL,NYA,1914
AL,PHA,1914
NL,PHI,1914
NL,PIT,1914
FL,PTF,1914
AL,SLA,1914
FL,SLF,1914
NL,SLN,1914
AL,WS1,1914
AL,BOS,1913
NL,BRO,1913
NL,BSN,1913
AL,CHA,1913
NL,CHN,1913
NL,CIN,1913
AL,CLE,1913
AL,DET,1913
NL,NY1,1913
AL,NYA,1913
AL,PHA,1913
NL,PHI,1913
NL,PIT,1913
AL,SLA,1913
NL,SLN,1913
AL,WS1,1913
AL,BOS,1912
NL,BRO,1912
NL,BSN,1912
AL,CHA,1912
NL,CHN,1912
NL,CIN,1912
AL,CLE,1912
AL,DET,1912
NL,NY1,1912
AL,NYA,1912
AL,PHA,1912
NL,PHI,1912
NL,PIT,1912
AL,SLA,1912
NL,SLN,1912
AL,WS1,1912
AL,BOS,1911
NL,BRO,1911
NL,BSN,1911
AL,CHA,1911
NL,CHN,1911
NL,CIN,1911
AL,CLE,1911
AL,DET,1911
NL,NY1,1911
AL,NYA,1911
AL,PHA,1911
NL,PHI,1911
NL,PIT,1911
AL,SLA,1911
NL,SLN,1911
AL,WS1,1911
AL,BOS,1910
NL,BRO,1910
NL,BSN,1910
AL,CHA,1910
NL,CHN,1910
NL,CIN,1910
AL,CLE,1910
AL,DET,1910
NL,NY1,1910
AL,NYA,1910
AL,PHA,1910
NL,PHI,1910
NL,PIT,1910
AL,SLA,1910
NL,SLN,1910
AL,WS1,1910
AL,BOS,1909
NL,BRO,1909
NL,BSN,1909
AL,CHA,1909
NL,CHN,1909
NL,CIN,1909
AL,CLE,1909
AL,DET,1909
NL,NY1,1909
AL,NYA,1909
AL,PHA,1909
NL,PHI,1909
NL,PIT,1909
AL,SLA,1909
NL,SLN,1909
AL,WS1,1909
AL,BOS,1908
NL,BRO,1908
NL,BSN,1908
AL,CHA,1908
NL,CHN,1908
NL,CIN,1908
AL,CLE,1908
AL,DET,1908
NL,NY1,1908
AL,NYA,1908
AL,PHA,1908
NL,PHI,1908
NL,PIT,1908
AL,SLA,1908
NL,SLN,1908
AL,WS1,1908
AL,BOS,1907
NL,BRO,1907
NL,BSN,1907
AL,CHA,1907
NL,CHN,1907
NL,CIN,1907
AL,CLE,1907
AL,DET,1907
NL,NY1,1907
AL,NYA,1907
AL,PHA,1907
NL,PHI,1907
NL,PIT,1907
AL,SLA,1907
NL,SLN,1907
AL,WS1,1907
AL,BOS,1906
NL,BRO,1906
NL,BSN,1906
AL,CHA,1906
NL,CHN,1906
NL,CIN,1906
AL,CLE,1906
AL,DET,1906
NL,NY1,1906
AL,NYA,1906
AL,PHA,1906
NL,PHI,1906
NL,PIT,1906
AL,SLA,1906
NL,SLN,1906
AL,WS1,1906
AL,BOS,1905
NL,BRO,1905
NL,BSN,1905
AL,CHA,1905
NL,CHN,1905
NL,CIN,1905
AL,CLE,1905
AL,DET,1905
NL,NY1,1905
AL,NYA,1905
AL,PHA,1905
NL,PHI,1905
NL,PIT,1905
AL,SLA,1905
NL,SLN,1905
AL,WS1,1905
AL,BOS,1904
NL,BRO,1904
NL,BSN,1904
AL,CHA,1904
NL,CHN,1904
NL,CIN,1904
AL,CLE,1904
AL,DET,1904
NL,NY1,1904
AL,NYA,1904
AL,PHA,1904
NL,PHI,1904
NL,PIT,1904
AL,SLA,1904
NL,SLN,1904
AL,WS1,1904
AL,BOS,1903
NL,BRO,1903
NL,BSN,1903
AL,CHA,1903
NL,CHN,1903
NL,CIN,1903
AL,CLE,1903
AL,DET,1903
NL,NY1,1903
AL,NYA,1903
AL,PHA,1903
NL,PHI,1903
NL,PIT,1903
AL,SLA,1903
NL,SLN,1903
AL,WS1,1903
AL,BLA,1902
AL,BOS,1902
NL,BRO,1902
NL,BSN,1902
AL,CHA,1902
NL,CHN,1902
NL,CIN,1902
AL,CLE,1902
AL,DET,1902
NL,NY1,1902
AL,PHA,1902
NL,PHI,1902
NL,PIT,1902
AL,SLA,1902
NL,SLN,1902
AL,WS1,1902
AL,BLA,1901
AL,BOS,1901
NL,BRO,1901
NL,BSN,1901
AL,CHA,1901
NL,CHN,1901
NL,CIN,1901
AL,CLE,1901
AL,DET,1901
AL,MLA,1901
NL,NY1,1901
AL,PHA,1901
NL,PHI,1901
NL,PIT,1901
NL,SLN,1901
AL,WS1,1901
NL,BRO,1900
NL,BSN,1900
NL,CHN,1900
NL,CIN,1900
NL,NY1,1900
NL,PHI,1900
NL,PIT,1900
NL,SLN,1900
NL,BLN,1899
NL,BRO,1899
NL,BSN,1899
NL,CHN,1899
NL,CIN,1899
NL,CL4,1899
NL,LS3,1899
NL,NY1,1899
NL,PHI,1899
NL,PIT,1899
NL,SLN,1899
NL,WSN,1899
NL,BLN,1898
NL,BRO,1898
NL,BSN,1898
NL,CHN,1898
NL,CIN,1898
NL,CL4,1898
NL,LS3,1898
NL,NY1,1898
NL,PHI,1898
NL,PIT,1898
NL,SLN,1898
NL,WSN,1898
NL,BLN,1897
NL,BRO,1897
NL,BSN,1897
NL,CHN,1897
NL,CIN,1897
NL,CL4,1897
NL,LS3,1897
NL,NY1,1897
NL,PHI,1897
NL,PIT,1897
NL,SLN,1897
NL,WSN,1897
NL,BLN,1896
NL,BRO,1896
NL,BSN,1896
NL,CHN,1896
NL,CIN,1896
NL,CL4,1896
NL,LS3,1896
NL,NY1,1896
NL,PHI,1896
NL,PIT,1896
NL,SLN,1896
NL,WSN,1896
NL,BLN,1895
NL,BRO,1895
NL,BSN,1895
NL,CHN,1895
NL,CIN,1895
NL,CL4,1895
NL,LS3,1895
NL,NY1,1895
NL,PHI,1895
NL,PIT,1895
NL,SLN,1895
NL,WSN,1895
NL,BLN,1894
NL,BRO,1894
NL,BSN,1894
NL,CHN,1894
NL,CIN,1894
NL,CL4,1894
NL,LS3,1894
NL,NY1,1894
NL,PHI,1894
NL,PIT,1894
NL,SLN,1894
NL,WSN,1894
NL,BLN,1893
NL,BRO,1893
NL,BSN,1893
NL,CHN,1893
NL,CIN,1893
NL,CL4,1893
NL,LS3,1893
NL,NY1,1893
NL,PHI,1893
NL,PIT,1893
NL,SLN,1893
NL,WSN,1893
NL,BLN,1892
NL,BRO,1892
NL,BSN,1892
NL,CHN,1892
NL,CIN,1892
NL,CL4,1892
NL,LS3,1892
NL,NY1,1892
NL,PHI,1892
NL,PIT,1892
NL,SLN,1892
NL,WSN,1892
AA,BL3,1891
NL,BRO,1891
AA,BS2,1891
NL,BSN,1891
NL,CHN,1891
NL,CIN,1891
NL,CL4,1891
AA,CL6,1891
AA,CN3,1891
AA,LS2,1891
AA,ML3,1891
NL,NY1,1891
NL,PHI,1891
AA,PHQ,1891
NL,PIT,1891
AA,SL4,1891
AA,WS9,1891
PL,BFP,1890
AA,BL3,1890
AA,BR4,1890
NL,BRO,1890
PL,BRP,1890
NL,BSN,1890
PL,BSP,1890
NL,CHN,1890
PL,CHP,1890
NL,CIN,1890
NL,CL4,1890
AA,CL6,1890
PL,CLP,1890
AA,LS2,1890
NL,NY1,1890
PL,NYP,1890
AA,PH4,1890
NL,PHI,1890
PL,PHP,1890
NL,PIT,1890
PL,PTP,1890
AA,RC2,1890
AA,SL4,1890
AA,SR2,1890
AA,TL2,1890
AA,BL2,1889
AA,BR3,1889
NL,BSN,1889
NL,CHN,1889
NL,CL4,1889
AA,CL6,1889
AA,CN2,1889
NL,IN3,1889
AA,KC2,1889
AA,LS2,1889
NL,NY1,1889
AA,PH4,1889
NL,PHI,1889
NL,PIT,1889
AA,SL4,1889
NL,WS8,1889
AA,BL2,1888
AA,BR3,1888
NL,BSN,1888
NL,CHN,1888
AA,CL3,1888
AA,CN2,1888
NL,DTN,1888
NL,IN3,1888
AA,KC2,1888
AA,LS2,1888
NL,NY1,1888
AA,PH4,1888
NL,PHI,1888
NL,PIT,1888
AA,SL4,1888
NL,WS8,1888
AA,BL2,1887
AA,BR3,1887
NL,BSN,1887
NL,CHN,1887
AA,CL3,1887
AA,CN2,1887
NL,DTN,1887
NL,IN3,1887
AA,LS2,1887
NL,NY1,1887
AA,NY4,1887
AA,PH4,1887
NL,PHI,1887
NL,PIT,1887
AA,SL4,1887
NL,WS8,1887
AA,BL2,1886
AA,BR3,1886
NL,BSN,1886
NL,CHN,1886
AA,CN2,1886
NL,DTN,1886
NL,KCN,1886
AA,LS2,1886
NL,NY1,1886
AA,NY4,1886
AA,PH4,1886
NL,PHI,1886
AA,PT1,1886
AA,SL4,1886
NL,SL5,1886
NL,WS8,1886
NL,BFN,1885
AA,BL2,1885
AA,BR3,1885
NL,BSN,1885
NL,CHN,1885
AA,CN2,1885
NL,DTN,1885
AA,LS2,1885
NL,NY1,1885
AA,NY4,1885
AA,PH4,1885
NL,PHI,1885
NL,PRO,1885
AA,PT1,1885
AA,SL4,1885
NL,SL5,1885
UA,ALT,1884
NL,BFN,1884
AA,BL2,1884
UA,BLU,1884
AA,BR3,1884
NL,BSN,1884
UA,BSU,1884
NL,CHN,1884
UA,CHU,1884
NL,CL2,1884
AA,CL5,1884
AA,CN2,1884
UA,CNU,1884
NL,DTN,1884
AA,IN2,1884
UA,KCU,1884
AA,LS2,1884
UA,MLU,1884
NL,NY1,1884
AA,NY4,1884
AA,PH4,1884
NL,PHI,1884
UA,PHU,1884
NL,PRO,1884
AA,PT1,1884
AA,RIC,1884
AA,SL4,1884
UA,SLU,1884
UA,SPU,1884
AA,TL1,1884
UA,WIL,1884
AA,WS7,1884
UA,WSU,1884
NL,BFN,1883
AA,BL2,1883
NL,BSN,1883
NL,CHN,1883
NL,CL2,1883
AA,CL5,1883
AA,CN2,1883
NL,DTN,1883
AA,LS2,1883
NL,NY1,1883
AA,NY4,1883
AA,PH4,1883
NL,PHI,1883
NL,PRO,1883
AA,PT1,1883
AA,SL4,1883
NL,BFN,1882
AA,BL5,1882
NL,BSN,1882
NL,CHN,1882
NL,CL2,1882
AA,CN2,1882
NL,DTN,1882
AA,LS2,1882
AA,PH4,1882
NL,PRO,1882
AA,PT1,1882
AA,SL4,1882
NL,TRN,1882
NL,WOR,1882
NL,BFN,1881
NL,BSN,1881
NL,CHN,1881
NL,CL2,1881
NL,DTN,1881
NL,PRO,1881
NL,TRN,1881
NL,WOR,1881
NL,BFN,1880
NL,BSN,1880
NL,CHN,1880
NL,CL2,1880
NL,CN4,1880
NL,PRO,1880
NL,TRN,1880
NL,WOR,1880
NL,BFN,1879
NL,BSN,1879
NL,CHN,1879
NL,CL2,1879
NL,CN1,1879
NL,PRO,1879
NL,SR1,1879
NL,TRN,1879
NL,BSN,1878
NL,CHN,1878
NL,CN1,1878
NL,IN1,1878
NL,ML2,1878
NL,PRO,1878
NL,BSN,1877
NL,CHN,1877
NL,CN1,1877
NL,HAR,1877
NL,LS1,1877
NL,SL3,1877
NL,BSN,1876
NL,CHN,1876
NL,CN1,1876
NL,HAR,1876
NL,LS1,1876
NL,NY3,1876
NL,PHN,1876
NL,SL3,1876
NA,BR2,1875
NA,BS1,1875
NA,CH2,1875
NA,HR1,1875
NA,KEO,1875
NA,NH1,1875
NA,NY2,1875
NA,PH1,1875
NA,PH2,1875
NA,PH3,1875
NA,SL1,1875
NA,SL2,1875
NA,WS6,1875
NA,BL1,1874
NA,BR2,1874
NA,BS1,1874
NA,CH2,1874
NA,HR1,1874
NA,NY2,1874
NA,PH1,1874
NA,PH2,1874
NA,BL1,1873
NA,BL4,1873
NA,BR2,1873
NA,BS1,1873
NA,ELI,1873
NA,NY2,1873
NA,PH1,1873
NA,PH2,1873
NA,WS5,1873
NA,BL1,1872
NA,BR1,1872
NA,BR2,1872
NA,BS1,1872
NA,CL1,1872
NA,MID,1872
NA,NY2,1872
NA,PH1,1872
NA,TRO,1872
NA,WS3,1872
NA,WS4,1872
NA,BS1,1871
NA,CH1,1871
NA,CL1,1871
NA,FW1,1871
NA,NY2,1871
NA,PH1,1871
NA,RC1,1871
NA,TRO,1871
NA,WS3,1871
